CASEID,recid,wght_per,wght_csp,wght_snt,spltsmpl,whw120gr,whw_230,whw_240,jsr_01gr,jsr_02,jsr_03,jsr_04,jsr_05,jsr_06,jsr_07,jsr_08,jsr_09,jsr_10,wir_01,wir_02,wir_03,wir_04,wir_05,wir_06,wir_07,heh_01,heh_02,heh_03,heh_04,heh_09,heh_10,heh_11,drr_110,smk_05,srh_110,srh_115,fam_03,fam_04,smg_01,smg_02,ttlincg2,famincg2
  129,  129, 1179.9020,    0.0000, 2121.1163,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 3, 1, 3, 0,5,6, 3,3,2,2,6,6,2, 3,1,1
  130,  130, 1125.4915, 2719.1764,    0.0000,2,3, 1,6,6,5, 1,1,5,2,3,4,3,2,2,1,1,1,3,1,2,4, 3, 5, 2, 1,2,2, 4,1,5,3,2,2,5, 3,3,3
  131,  131, 1981.8115,    0.0000, 4444.0724,1,2, 8,2,6,2,96,1,3,6,1,2,1,1,2,5,2,3,4,2,1,2, 3, 5, 3, 2,4,5, 5,3,1,1,1,2,2, 3,3,3
  132,  132, 3126.2908,    0.0000, 5650.5917,1,4, 1,6,6,1,96,2,6,6,1,1,1,1,3,3,3,2,5,1,2,3, 4, 5, 1, 0,3,3, 3,3,2,2,1,1,3, 1,3,6
  133,  133, 1404.7129,    0.0000, 2667.4541,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,99,96, 5, 6,3,3, 5,3,5,4,3,3,3, 6,2,4
  134,  134,  745.3974, 1714.4052,    0.0000,2,3, 1,6,6,2,96,2,6,6,2,2,2,2,3,3,1,4,4,1,1,1, 1, 3, 6,20,2,2, 6,3,2,3,6,6,5, 3,4,4
  135,  135,  715.4902, 1494.9053,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4, 2, 5, 4, 1,3,4, 2,3,4,4,6,6,3, 6,3,3
  136,  136, 1002.9513, 2067.2359,    0.0000,2,4, 1,6,6,2,96,2,6,6,1,1,2,2,2,1,1,2,4,1,2,2, 1, 5, 1,10,3,2, 2,3,2,2,6,6,4, 1,5,5
  137,  137, 5203.5523,12447.4544,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 4, 5, 4, 4,3,3, 6,3,2,2,2,2,3, 4,1,4
  138,  138,  128.8328,  319.4462,    0.0000,2,3, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 6,96,96,96,6,6, 1,3,2,2,1,1,2, 3,1,6
  139,  139,  282.1060,    0.0000,  670.8005,1,4, 1,6,6,1,96,2,6,6,2,2,3,3,1,3,2,3,4,1,2,4, 3, 3, 3, 2,4,5, 4,3,2,1,2,2,3, 1,1,2
  140,  140,  857.4712, 1172.1078,    0.0000,2,3, 1,6,6,2,96,2,6,6,2,2,2,1,1,2,2,1,3,1,2,3, 4, 5, 1, 1,4,3, 5,3,3,3,4,2,3, 3,3,3
  141,  141,  238.6002,    0.0000,  407.1274,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 4, 5, 3, 6,2,5, 6,3,4,3,6,6,1,96,1,1
  142,  142, 2391.3927,    0.0000, 6569.2498,1,1, 2,6,6,4, 4,1,1,1,3,3,3,3,2,2,3,2,3,2,2,3, 4, 3, 4, 0,4,4, 7,3,1,1,4,3,1,96,1,3
  143,  143,  980.4499,    0.0000, 2134.7354,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4, 5, 5, 4, 3,5,6, 7,1,3,5,6,6,3, 2,1,1
  144,  144, 1790.1617,    0.0000, 3038.4869,1,3, 1,6,6,2,96,1,1,2,1,3,3,3,2,1,1,2,4,1,1,4, 1, 1, 1, 1,3,1, 4,3,3,4,6,6,4, 7,2,2
  145,  145,  246.4496,  451.4876,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 5, 4, 4, 0,5,6, 6,3,3,4,6,6,4, 6,1,1
  146,  146, 1102.1411, 2385.1703,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1, 5, 5, 3, 0,5,6, 3,3,3,3,2,2,2, 6,4,6
  147,  147, 1074.3039,    0.0000, 3941.5056,1,4, 1,6,6,2,96,2,6,6,2,2,2,2,2,1,2,3,4,1,2,3, 4, 5, 1, 2,4,3, 2,3,3,2,2,2,3, 1,6,6
  148,  148,  722.7040,    0.0000, 1622.7534,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1, 3, 5, 4, 0,3,5, 6,1,3,1,1,1,2, 6,1,3
  149,  149,  550.5346,    0.0000, 1590.1180,1,3, 1,6,6,1,96,2,6,6,1,2,1,2,1,1,1,1,5,1,1,3, 3, 5, 1, 1,4,3, 7,3,3,3,6,6,3, 5,3,3
  150,  150,  470.9787,  723.1368,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 3, 5, 3, 8,1,3, 7,3,3,4,2,2,3, 5,2,4
  151,  151, 2969.9236,    0.0000, 6859.3392,1,3, 1,6,6,2,96,2,6,6,2,3,3,3,2,3,1,2,4,1,2,4, 3, 5, 4, 0,5,6, 3,3,4,1,9,9,3, 1,3,5
  152,  152, 1719.8432,    0.0000, 3279.4141,1,3, 1,6,6,2,96,1,5,2,2,3,2,2,1,1,1,1,1,1,2,3, 3, 3, 1, 2,1,3, 5,3,1,1,2,2,3, 3,3,6
  153,  153,  457.8712, 1101.3624,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 4, 3, 4, 1,3,3, 5,3,2,4,6,6,4, 2,1,1
  154,  154,  399.9805,    0.0000,  741.0201,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 6,96,96,96,6,6, 7,3,3,1,2,2,2, 6,1,3
  155,  155, 1049.6346, 2159.2938,    0.0000,2,3, 1,6,2,6,96,2,6,6,6,6,2,2,2,2,1,6,6,1,6,3, 2, 3, 1, 4,4,4, 4,3,3,3,4,2,3, 5,2,3
  156,  156,  400.0282,  730.4725,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 5, 5,97, 0,5,6, 3,3,4,4,6,6,7,97,1,1
  157,  157,  542.6967,    0.0000, 1033.7120,1,3, 1,6,6,1,96,2,6,6,1,1,2,2,1,1,1,1,4,1,2,2, 4, 1, 3, 2,3,3, 5,3,3,3,2,2,2, 5,3,3
  158,  158,  247.8246,  415.5971,    0.0000,2,4, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 2, 1, 1, 0,4,4, 5,1,3,2,6,6,3, 2,3,3
  159,  159, 4225.3339, 8395.5480,    0.0000,2,9, 7,1,6,9,96,9,6,6,9,9,9,9,9,9,9,9,9,9,9,3, 5, 5, 4, 0,5,6, 7,3,2,1,1,1,2,97,2,6
  160,  160,  126.4394,    0.0000,  338.9526,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1, 3, 1, 4, 0,3,2, 7,3,2,1,6,6,1,96,2,2
  161,  161,  269.1751,    0.0000,  576.2254,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1, 4, 5, 4, 0,5,6, 5,3,2,1,2,2,4, 5,1,3
  162,  162, 1550.3162, 2547.6006,    0.0000,2,3, 1,6,6,2,96,1,5,2,2,3,3,3,3,2,1,2,2,1,2,5, 2, 3, 1, 1,4,3, 3,3,4,3,2,2,3, 5,6,6
  163,  163, 1104.1748,    0.0000, 2568.4767,1,3, 1,6,6,2,96,1,1,2,2,1,2,2,2,2,3,3,3,1,2,3, 4, 5, 4, 0,1,3, 5,3,2,2,2,2,3, 7,1,6
  164,  164, 2495.3722, 4733.8077,    0.0000,2,3, 1,6,6,3,96,2,6,6,2,3,3,3,4,1,1,3,5,1,2,4, 3, 5, 3, 0,5,6, 5,1,3,4,1,1,4, 1,2,3
  165,  165, 1484.2561,    0.0000, 4148.2505,1,2, 1,6,6,3,96,1,1,2,3,2,3,2,1,2,2,1,4,2,1,4, 4, 5, 1, 0,4,5, 5,3,2,3,1,2,2, 2,1,6
  166,  166,  370.1851,    0.0000,  671.6156,1,3, 8,2,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 4, 5, 1, 0,4,3, 3,3,2,2,4,1,2, 3,1,4
  167,  167,  494.9300, 1067.6162,    0.0000,2,3, 1,6,6,1,96,2,6,6,1,1,2,2,2,2,3,2,3,1,1,2, 4, 5, 4, 0,3,5, 7,3,2,2,6,6,3, 5,4,4
  168,  168, 2153.2717,    0.0000, 3977.2407,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 5, 3, 3, 0,3,3, 3,3,4,2,2,2,1,96,1,3
  169,  169,  283.5186,  598.9878,    0.0000,2,3, 1,6,6,2,96,2,6,6,2,2,2,2,2,3,2,2,4,1,1,3, 4, 5, 4, 0,3,3, 5,3,2,2,6,6,3, 2,2,2
  170,  170,  878.3002,    0.0000, 1386.9713,1,3, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4, 4, 1, 3, 1,3,3, 5,3,4,3,6,6,3, 2,2,2
  171,  171, 1483.3408, 1983.3145,    0.0000,2,3, 1,6,6,2,96,2,6,6,2,2,1,1,2,1,2,3,5,1,1,4, 2, 3, 5, 0,2,3, 2,3,4,5,9,9,3, 5,4,6
  172,  172,  387.2931,  713.4345,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1, 6,96,96,96,6,6, 6,3,5,3,6,6,3, 6,2,2
  173,  173, 6437.4203,    0.0000,11461.4242,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 4, 5, 6, 1,4,5, 5,3,5,5,7,7,5, 6,1,3
  174,  174,  843.3754,    0.0000, 2352.8669,1,1, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1, 4, 5, 3, 1,2,1, 7,3,2,4,3,3,3, 3,1,1
  175,  175, 1239.4159, 2568.4417,    0.0000,2,2, 1,6,1,6,96,1,5,2,6,6,2,2,4,2,2,6,6,1,6,2, 2, 3, 1, 1,2,3, 5,3,2,2,3,3,5, 5,2,3
  176,  176, 4035.2148, 6059.5555,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 2, 5, 3, 0,5,6, 6,3,4,3,4,1,4, 2,1,2
  177,  177,  561.3865,    0.0000,  824.0206,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 4, 1, 3, 1,4,3, 7,3,3,1,6,6,1,96,1,1
  178,  178, 1438.3296,    0.0000, 4719.5912,1,3, 1,6,6,1,96,2,6,6,1,1,1,1,3,3,2,3,4,1,1,3, 3, 3, 5, 0,2,1, 4,1,3,3,6,6,3, 2,2,2
  179,  179,  814.1171,    0.0000, 1419.0451,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 4, 5, 3, 0,3,5, 6,3,3,3,9,9,7, 7,1,1
  180,  180,  272.7172,    0.0000,  407.6809,1,2, 7,2,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 2, 3, 4, 0,2,3, 3,3,2,1,1,1,1,96,3,5
  181,  181, 1447.7022, 3313.4665,    0.0000,2,3, 1,6,6,2,96,2,6,6,2,2,2,3,1,2,2,1,2,1,1,4, 4, 3, 1, 2,2,3, 5,3,3,3,2,2,3, 2,3,3
  182,  182,  121.3275,  263.2597,    0.0000,2,1, 8,2,6,1,96,2,6,6,1,2,2,2,2,3,2,3,2,1,1,2, 4, 5, 5, 0,4,5, 2,3,2,2,6,6,3, 5,3,3
  183,  183, 2055.8898, 4531.7962,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1, 3, 4, 4, 2,2,1, 5,3,1,1,6,6,2, 7,4,4
  184,  184,  868.3445, 1636.9054,    0.0000,2,3, 1,6,6,1,96,2,6,6,1,2,3,2,1,2,3,2,4,2,2,5, 4, 5, 1, 3,2,5, 6,3,4,2,6,6,3, 1,3,3
  185,  185, 1671.8411, 3189.4939,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 4, 5, 3, 0,7,6, 3,3,2,2,1,1,1,96,1,2
  186,  186, 1464.1126,    0.0000, 2676.2985,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 3, 3, 1, 0,5,6, 3,3,3,1,1,2,1,96,1,3
  187,  187,  517.4648,    0.0000,  991.5468,1,3, 1,6,6,1,96,2,6,6,2,2,2,1,4,2,2,2,4,1,1,2, 4, 5, 4, 1,4,5, 3,3,1,3,6,6,4, 3,4,4
  188,  188,  462.7575,  828.4187,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 3, 5, 4, 4,4,1, 2,3,3,3,1,1,2, 3,2,2
  189,  189,  677.8872,    0.0000, 1672.2721,1,4, 1,6,2,6,96,2,6,6,6,6,2,2,2,2,2,6,6,1,6,3, 4, 3, 5, 4,5,6, 1,1,3,2,6,6,3, 1,6,6
  190,  190, 1226.1601, 2482.0138,    0.0000,2,3, 5,2,2,6,96,2,6,6,6,6,2,1,2,2,3,6,6,1,6,2, 5, 5, 3, 0,2,3, 3,2,1,1,6,6,3, 2,2,2
  191,  191,  156.1868,  359.7146,    0.0000,2,3, 1,6,6,2,96,1,3,6,4,5,2,2,3,2,2,1,3,2,1,3, 4, 5, 4, 0,5,6, 6,3,2,2,6,6,4, 1,3,3
  192,  192, 3047.1253, 5928.2482,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 5, 3, 1, 0,3,3, 7,3,3,3,2,2,3, 1,2,2
  193,  193, 2344.1408, 3369.7343,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,97,96, 3, 0,5,6, 7,3,2,3,9,9,1,96,1,3
  194,  194,  676.0840,    0.0000, 1223.8834,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 6,96,96,96,6,6, 3,3,2,2,6,6,2, 2,2,2
  195,  195, 4517.9579,    0.0000,13226.5565,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 1, 3, 1, 0,4,4, 7,3,1,2,1,1,4, 4,1,4
  196,  196,  990.1565,    0.0000, 2141.8163,1,3, 1,6,6,3,96,1,1,3,3,3,3,2,3,3,1,4,4,1,1,4, 1, 3, 1,12,3,2, 6,3,4,4,6,6,4, 1,3,3
  197,  197, 1857.3547, 3835.0742,    0.0000,2,2, 1,6,6,2,96,2,6,6,2,2,2,1,2,1,2,2,2,1,1,4, 4, 2, 1, 5,4,2, 5,3,3,3,9,9,3, 1,3,5
  198,  198, 1034.9295,    0.0000, 2574.4651,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 2, 5, 4, 0,3,3, 6,3,3,3,2,2,2, 6,1,1
  199,  199, 1959.2548, 2421.7045,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 6,96,96,96,6,6, 7,3,3,2,2,2,3, 4,1,1
  200,  200, 1149.4266, 1948.8292,    0.0000,2,4, 1,6,6,2,96,2,6,6,1,2,2,1,2,2,2,2,4,1,2,2, 4, 5, 4, 0,3,3, 4,3,2,2,2,2,3, 1,4,6
  201,  201, 3207.2937, 5853.5705,    0.0000,2,2, 1,6,6,1,96,2,6,6,1,2,2,2,2,1,2,2,4,2,2,2, 2, 5, 4, 1,4,2, 2,3,2,1,3,2,3, 1,2,6
  202,  202,  981.3476,    0.0000, 2237.3362,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 3, 1, 3, 4,4,4, 5,3,2,3,6,6,1,96,3,3
  203,  203,  584.1340, 1193.7921,    0.0000,2,3, 1,6,6,1,96,2,6,6,1,1,1,2,1,2,3,2,4,1,1,3, 4, 5, 1, 1,3,4, 4,1,3,3,6,6,2, 2,2,2
  204,  204, 1716.6790, 3896.9776,    0.0000,2,3, 1,6,6,1,96,2,6,6,1,2,2,2,1,1,2,2,3,1,2,2, 2, 3, 6, 5,3,3, 1,3,2,2,1,1,2, 1,6,6
  205,  205,  230.6211,  542.5317,    0.0000,2,2, 1,6,6,2,96,1,3,6,2,2,2,1,3,3,1,3,4,1,2,3, 4, 3, 1, 0,4,2, 2,3,3,3,2,2,3, 1,3,4
  206,  206, 1362.0593,    0.0000, 2612.6906,1,3, 4,1,6,1,96,2,6,6,2,2,2,1,2,2,2,2,4,1,1,2, 5, 3, 4, 0,3,2, 6,3,3,2,6,6,2, 2,2,2
  207,  207, 1543.1546,    0.0000, 2659.5635,1,1, 8,2,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 4, 5, 3, 2,3,4, 2,3,3,2,2,3,2, 3,1,6
  208,  208,  662.7233, 1524.4501,    0.0000,2,3, 1,6,6,1,96,1,3,6,1,1,1,1,1,1,1,1,3,1,1,2, 2, 5, 4, 0,1,2, 5,3,4,1,1,1,3, 1,4,5
  209,  209, 1606.2043, 2579.5210,    0.0000,2,4, 4,1,6,2,96,2,6,6,2,2,1,3,3,1,1,3,4,1,2,2, 3, 5, 4, 1,4,3, 3,2,2,4,6,6,3, 1,2,6
  210,  210,  424.2461,    0.0000,  900.3010,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4, 3, 1, 3, 3,3,4, 5,3,3,2,2,2,2, 3,1,2
  211,  211, 2553.1217,    0.0000, 4770.9710,1,3, 1,6,6,5, 6,1,5,2,5,4,4,4,1,2,4,1,2,1,2,3, 2, 3, 1, 0,3,4, 3,3,1,3,2,2,1,96,3,4
  212,  212,  248.4056,    0.0000,  448.0953,1,3, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 3, 5, 4, 0,2,3, 7,3,1,1,6,6,3, 2,2,2
  213,  213,  814.8296,    0.0000, 1352.5593,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1, 5, 3, 6, 0,5,6, 3,3,1,1,6,6,3, 2,5,5
  214,  214, 1644.6304,    0.0000, 3223.5929,1,3, 1,6,6,2,96,2,6,6,2,2,2,2,2,1,3,1,3,2,2,3, 4, 3, 1, 0,4,3, 3,3,3,3,2,2,3, 5,5,5
  215,  215, 2955.0637,    0.0000, 5929.4858,1,3, 1,6,6,3,96,1,2,2,2,1,3,1,2,1,1,3,5,1,2,2, 5, 3, 3, 3,3,3, 3,3,1,1,2,2,3, 3,2,5
  216,  216, 1179.9020, 2628.3204,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 4, 5, 4, 1,4,4, 7,3,3,3,6,6,2, 3,3,3
  217,  217, 3625.3543,    0.0000, 6953.8123,1,2, 9,6,6,1,96,2,6,6,2,1,1,1,2,1,3,1,1,1,2,2, 4, 5, 4, 0,2,3, 5,3,2,1,1,1,3, 7,3,4
  218,  218, 2452.3288,    0.0000, 5143.7705,1,9, 7,2,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4, 4, 4, 3, 0,4,2, 6,3,2,3,3,3,3, 5,1,2
  219,  219, 1577.7807, 3006.6028,    0.0000,2,3, 1,6,6,1,96,2,6,6,2,3,2,2,3,3,2,3,4,2,2,1, 4, 3, 4, 0,3,2, 5,3,2,3,2,3,4, 3,5,6
  220,  220, 1247.0547, 2779.0834,    0.0000,2,2, 8,2,6,1,96,2,6,6,3,3,1,1,1,2,3,1,3,1,1,2, 3, 5, 4,15,3,3, 4,3,2,2,3,3,3, 3,3,4
  221,  221,  140.4461,  330.9826,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 4, 3, 1, 3,3,5, 3,3,3,1,2,1,2, 3,1,6
  222,  222, 1302.7021, 1816.7192,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1, 3, 6, 4, 0,2,3, 7,3,1,1,1,1,1,96,1,6
  223,  223, 4639.1257, 7357.4894,    0.0000,2,4, 8,2,2,6,96,2,6,6,6,6,2,2,3,2,2,6,6,1,6,5, 4, 3, 5, 3,1,2, 4,3,3,3,2,3,3, 1,2,6
  224,  224,  648.2588,    0.0000, 1133.5825,1,4, 9,6,6,2,96,2,6,6,2,3,2,2,2,2,2,2,3,1,2,3, 2, 2, 1, 3,2,3, 5,1,2,2,6,6,3, 2,3,3
  225,  225, 1341.6108,    0.0000, 2327.2680,1,4, 8,1,1,6,96,2,6,6,6,6,1,1,1,1,1,6,6,2,6,3, 6,96,96,96,6,6, 6,3,3,1,6,6,3, 6,1,1
  226,  226, 1297.9866, 3108.6054,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 3, 5, 3, 8,3,5, 1,3,2,3,4,3,4, 3,2,5
  227,  227,  300.0078,    0.0000,  468.6183,1,1, 7,2,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 3, 1, 3, 0,4,5, 2,3,2,2,1,1,1,96,2,4
  228,  228, 1464.6552, 3298.1503,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 4, 3, 4, 2,5,6, 7,3,2,2,5,1,2, 3,1,3
  229,  229,  339.8913,    0.0000,  706.5152,1,3, 1,6,6,2,96,1,1,3,1,2,2,2,3,2,1,5,5,1,1,2, 3, 5, 4, 2,2,3, 2,3,2,2,6,6,3, 1,2,2
  230,  230,  717.9295,    0.0000, 1623.5978,1,4, 1,6,6,2,96,2,6,6,2,2,2,2,5,3,1,5,5,1,2,2, 4, 5, 1, 0,2,3, 4,3,2,3,2,2,4, 5,4,6
  231,  231, 2208.0524, 3953.1275,    0.0000,2,3, 1,6,6,2,96,2,6,6,2,2,2,1,3,1,2,2,4,1,2,3, 2, 1, 1, 6,4,3, 6,3,3,3,2,1,3, 2,3,5
  232,  232,  628.6180, 1008.3064,    0.0000,2,3, 5,2,6,2,96,7,6,6,2,2,2,2,2,2,1,1,4,1,2,3, 4, 3, 1, 0,5,6, 5,3,3,3,2,2,2,97,2,5
  233,  233,  160.0380,  294.5630,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 4, 5, 4, 0,4,5, 2,3,1,1,1,1,1,96,2,6
  234,  234,  351.1503,    0.0000,  723.6024,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 4, 5, 3, 1,4,1, 6,2,4,4,6,6,4, 2,1,1
  235,  235, 3130.6762, 6837.5071,    0.0000,2,3, 1,6,6,2,96,2,6,6,1,1,2,1,1,3,2,1,4,1,2,1, 6,96,96,96,6,6, 6,3,2,2,2,3,2, 7,2,3
  236,  236, 2200.5134,    0.0000, 4036.8766,1,3, 1,6,6,1,96,1,3,6,2,1,2,1,1,4,1,2,3,2,2,3, 3, 3, 1, 0,4,4, 1,3,3,3,1,1,4, 1,3,4
  237,  237,  317.1572,    0.0000,  457.3934,1,3, 1,6,6,2,96,2,6,6,1,2,2,1,2,1,2,2,3,2,2,2, 4, 5, 4, 0,3,2, 3,3,3,2,1,1,2, 3,3,6
  238,  238,  384.1396,  655.2491,    0.0000,2,2, 1,6,1,6,96,2,6,6,6,6,1,1,2,1,3,6,6,2,6,2, 4, 5, 4, 1,3,3, 6,3,1,1,6,6,3, 2,1,1
  239,  239,  272.9551,    0.0000,  457.8753,1,4, 1,6,6,1,96,2,6,6,1,3,1,1,4,2,2,4,5,1,1,4, 3, 5, 3, 2,4,3, 4,3,2,2,1,1,2, 1,3,6
  240,  240, 2385.0516,    0.0000, 4655.6535,1,3, 1,6,6,2,96,2,6,6,1,1,3,3,3,2,1,5,5,1,2,3, 3, 5, 4, 0,2,4, 5,3,2,3,9,9,4, 5,2,2
  241,  241, 2919.4596,    0.0000, 5985.0247,1,3, 1,6,6,2,96,2,6,6,1,1,1,1,1,2,2,2,2,1,1,3, 2, 5, 6, 2,4,2, 5,3,3,3,2,1,3, 1,4,5
  242,  242, 1140.4902, 2499.4153,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 4, 3, 4, 2,4,4, 7,3,4,3,6,6,2, 6,1,1
  243,  243, 1555.4140, 3307.6157,    0.0000,2,3, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 2, 1, 5, 0,2,3, 3,1,2,3,6,6,3, 7,2,2
  244,  244,  330.6187,  637.2851,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 4, 3, 3, 1,3,3, 7,3,2,2,1,1,1,96,1,2
  245,  245,  249.7040,  559.6972,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 4, 3, 4, 0,5,6, 7,1,3,1,6,6,1,96,1,1
  246,  246, 1151.0207,    0.0000, 2851.2765,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 5, 5, 1, 0,5,6, 6,3,1,1,1,1,2, 2,1,3
  247,  247,  547.9740,    0.0000,  990.0085,1,1, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 5, 3, 4, 0,4,2, 5,3,3,3,6,6,4, 2,1,1
  248,  248, 1845.9205,    0.0000, 3977.8838,1,3, 1,6,6,2,96,2,6,6,2,2,1,1,2,1,2,2,4,1,2,2, 2, 5, 1,10,3,3, 4,3,1,1,3,2,3, 2,3,5
  249,  249, 2195.9444,    0.0000, 3765.6521,1,3, 1,6,1,6,96,2,6,6,6,6,1,1,2,3,1,6,6,1,6,4, 2, 5, 2, 4,7,6, 6,3,2,1,1,2,3, 7,2,5
  250,  250, 1663.4419, 3610.4605,    0.0000,2,3, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 1, 3, 1, 8,4,2, 3,3,3,4,2,2,4, 4,1,6
  251,  251,  980.2360,    0.0000, 1945.0796,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 2, 3, 3, 0,5,6, 3,3,3,1,6,6,2, 6,2,2
  252,  252, 2877.9784, 4005.9768,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 5, 5, 4, 0,2,2, 1,3,2,1,1,1,2, 6,2,5
  253,  253, 2151.9799,    0.0000, 4426.1032,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 2, 5, 1, 0,2,2, 3,3,3,1,1,1,3, 6,2,4
  254,  254,  728.4165, 1641.0311,    0.0000,2,3, 1,6,6,1,96,2,6,6,1,1,1,1,2,1,3,3,4,1,2,1, 3, 3, 3, 2,4,2, 3,3,1,1,6,6,3, 1,6,6
  255,  255,  856.9287,    0.0000, 2271.6219,1,3, 1,6,6,2,96,2,6,6,2,2,2,2,1,1,3,2,4,1,1,2, 2, 5, 4, 0,5,6, 2,3,2,3,2,2,3, 1,5,5
  256,  256, 2415.1561, 4890.0340,    0.0000,2,3, 1,6,6,2,96,2,6,6,2,2,2,2,2,2,2,2,4,1,2,2, 6,96,96,96,6,6, 7,3,2,2,2,1,3, 1,2,4
